,Frame,Area,Center_x,Center_y,Distance,LocX,LocY,LocZ
196,197,7033.916,507.60572814941406,590.5003356933594,44.92784539129276,-14.93,42.38,0.0
197,198,6565.224,511.8812255859375,589.5376892089844,45.52963398491999,-14.93,43.01,0.0
198,199,6705.891,518.6847381591797,588.6299133300781,46.132320329720095,-14.94,43.65,0.0
199,200,6521.7534,526.3883056640625,588.3301391601562,46.73587279628223,-14.95,44.28,0.0
200,201,6002.344,527.9121704101562,586.2797241210938,47.34025729046208,-14.95,44.92,0.0
201,202,6073.7725,534.016845703125,586.71435546875,47.94544393873543,-14.96,45.55,0.0
202,203,5795.7065,540.2843780517578,585.8997802734375,48.55140588769675,-14.96,46.19,0.0
203,204,5788.35,547.2331085205078,585.5650024414062,49.15810608557757,-14.97,46.82,0.0
204,205,5401.558,549.7667999267578,584.7877807617188,49.76552519735872,-14.98,47.46,0.0
205,206,5341.401,553.2135009765625,583.7096252441406,50.37363176404506,-14.98,48.09,0.0
206,207,5533.5117,559.3267822265625,584.2224731445312,50.98240402952653,-14.99,48.73,0.0
207,208,5163.655,562.3572540283203,584.1434936523438,51.59182079458323,-14.99,49.36,0.0
208,209,4963.196,569.1894226074219,583.2089538574219,52.20185203336076,-15.0,50.0,0.0
209,210,4877.65,570.3091278076172,579.6575317382812,51.71935511116931,-14.93,49.52,0.0
210,211,4957.7075,568.9898376464844,580.8619079589844,51.23694515034872,-14.85,49.04,0.0
211,212,5033.387,568.2473297119141,581.5616760253906,50.754624329898654,-14.78,48.56,0.0
212,213,5150.4487,569.0382843017578,584.013427734375,50.27239794719691,-14.7,48.07,0.0
213,214,5218.1025,567.7465515136719,584.4666442871094,49.79026828648384,-14.63,47.59,0.0
214,215,5374.053,564.0956420898438,584.7022399902344,49.30823601876492,-14.55,47.11,0.0
215,216,5453.1895,563.5463714599609,584.9787902832031,48.826306841149616,-14.48,46.63,0.0
216,217,5613.4644,562.2975463867188,585.1790771484375,48.34448320539257,-14.4,46.15,0.0
217,218,5720.798,560.8452911376953,585.4203491210938,47.86276590787,-14.33,45.67,0.0
218,219,5789.8027,560.4193725585938,585.2612609863281,47.38115625969737,-14.26,45.19,0.0
219,220,5597.581,557.6896820068359,585.3094787597656,46.89966571094967,-14.18,44.7,0.0
220,221,5814.356,556.7510223388672,586.4560546875,46.41829353006381,-14.11,44.22,0.0
221,222,5737.728,554.0735931396484,586.1942138671875,45.93704277381938,-14.03,43.74,0.0
222,223,6074.065,555.3836212158203,586.8319396972656,45.45591763453959,-13.96,43.26,0.0
223,224,6224.6885,553.0312347412109,587.9270935058594,44.97492384000292,-13.88,42.78,0.0
224,225,6407.0674,551.7279052734375,588.7411804199219,44.49406359219496,-13.81,42.3,0.0
225,226,6607.8457,550.7348785400391,589.4686584472656,44.01334178827023,-13.73,41.82,0.0
226,227,6847.176,550.5136108398438,590.0227661132812,43.53276266412343,-13.66,41.33,0.0
227,228,7074.3545,547.2382354736328,592.3762817382812,43.05233241551514,-13.58,40.85,0.0
228,229,7242.5303,544.7154693603516,591.2735595703125,42.57205375292796,-13.51,40.37,0.0
229,230,7313.967,543.6818237304688,591.6914672851562,42.09193422157827,-13.44,39.89,0.0
230,231,7255.0923,540.2355194091797,591.6646118164062,41.6119780462182,-13.36,39.41,0.0
231,232,7428.614,538.7061157226562,591.7709045410156,41.13219224366155,-13.29,38.93,0.0
232,233,7870.6997,536.6313934326172,592.8735046386719,40.65258003108282,-13.21,38.45,0.0
233,234,7975.419,534.3529663085938,593.2527770996094,40.17314762576033,-13.14,37.96,0.0
234,235,8370.228,532.9680328369141,594.1618041992188,39.693909423392654,-13.06,37.48,0.0
235,236,9146.296,532.9714508056641,598.44775390625,39.21485970340347,-12.99,37.0,0.0
236,237,9144.394,531.6061401367188,598.1765747070312,38.73601688230541,-12.91,36.52,0.0
237,238,9358.871,530.9827728271484,598.2618408203125,38.25738174915765,-12.84,36.04,0.0
238,239,9220.386,528.065185546875,597.8934020996094,37.77896583284691,-12.76,35.56,0.0
239,240,9544.605,523.5833282470703,598.1111145019531,37.30077634110869,-12.69,35.08,0.0
240,241,9897.897,522.1953582763672,598.5039978027344,36.82282292391415,-12.61,34.59,0.0
241,242,10438.455,520.8356323242188,599.6129455566406,36.34511216580197,-12.54,34.11,0.0
242,243,10393.817,517.9953460693359,599.8248596191406,35.86765674042323,-12.47,33.63,0.0
243,244,10635.72,514.2698516845703,601.6648864746094,35.39046525729677,-12.39,33.15,0.0
244,245,10528.027,510.2937469482422,601.5509338378906,34.913550942702905,-12.32,32.67,0.0
245,246,11162.92,508.7487487792969,602.10498046875,34.4369208811617,-12.24,32.19,0.0
246,247,11374.328,505.7608337402344,602.8614196777344,33.9605906354497,-12.17,31.71,0.0
247,248,11829.335,503.6809539794922,602.6143493652344,33.48457026636077,-12.09,31.22,0.0
248,249,12090.843,501.2979278564453,602.9927978515625,33.00887826496871,-12.02,30.74,0.0
249,250,12529.08,499.0862731933594,604.0493469238281,32.5335245793876,-11.94,30.26,0.0
250,251,12864.146,496.6338806152344,606.8257446289062,32.05852283104134,-11.87,29.78,0.0
251,252,13345.331,493.564682006836,606.7812805175781,31.583894212988152,-11.79,29.3,0.0
252,253,13673.235,489.53228759765625,607.6038513183594,31.109652124738805,-11.72,28.82,0.0
253,254,13841.843,487.0303497314453,608.1276245117188,30.63581426769536,-11.65,28.34,0.0
254,255,14560.117,487.2178192138672,609.0479431152344,30.16240449867353,-11.57,27.85,0.0
255,256,15098.504,484.4856567382813,610.6074829101562,29.68943687143904,-11.5,27.37,0.0
256,257,15456.96,478.2201385498047,612.7778625488281,29.21693677528926,-11.42,26.89,0.0
257,258,16017.539,475.1421356201172,613.4471740722656,28.74492275353067,-11.35,26.41,0.0
258,259,16466.285,471.0776672363281,614.0249938964844,28.273425626897204,-11.27,25.93,0.0
259,260,16834.582,468.7620086669922,614.9703369140625,27.802470595539173,-11.2,25.45,0.0
260,261,17501.008,465.2609100341797,615.633544921875,27.33207940117418,-11.12,24.97,0.0
261,262,17879.902,461.1419677734375,616.7883911132812,26.8622880546548,-11.05,24.48,0.0
262,263,18539.154,456.81126403808594,618.9036560058594,26.39312569676828,-10.97,24.0,0.0
263,264,19717.637,451.0149688720703,621.3746337890625,25.924626623424395,-10.9,23.52,0.0
264,265,20441.465,446.7922668457031,623.1346740722656,25.4568288039077,-10.83,23.04,0.0
265,266,21354.73,443.5313415527344,625.033447265625,24.98977314626636,-10.75,22.56,0.0
266,267,22701.178,441.8018951416016,626.9715881347656,24.523496765667872,-10.68,22.08,0.0
267,268,22787.633,435.5960159301758,627.891357421875,24.05804893643559,-10.6,21.6,0.0
268,269,23777.523,430.7202682495117,628.5369873046875,23.593478533465174,-10.53,21.11,0.0
269,270,25880.346,427.8047637939453,630.7430419921875,23.12983710759813,-10.45,20.63,0.0
270,271,26148.316,423.07689666748047,631.3172302246094,22.66718267339638,-10.38,20.15,0.0
271,272,26733.744,417.5759887695313,633.7958679199219,22.20557451796399,-10.3,19.67,0.0
272,273,27983.463,411.7299728393554,634.6520690917969,21.74508506226716,-10.23,19.19,0.0
273,274,28995.61,402.3374481201172,635.6411437988281,21.285780101027008,-10.15,18.71,0.0
274,275,30345.678,396.49713134765625,637.194580078125,20.827739829346,-10.08,18.23,0.0
275,276,31037.254,390.0713272094727,638.1495361328125,20.37105292721221,-10.0,17.74,0.0
276,277,34224.06,387.9234008789063,642.934814453125,19.91581058125424,-9.93,17.26,0.0
277,278,36227.684,381.5343322753906,646.6695556640625,19.462112985436864,-9.86,16.78,0.0
278,279,38752.355,373.7156066894531,651.32373046875,19.01007154456276,-9.78,16.3,0.0
279,280,39405.14,364.2618713378906,653.7310485839844,19.42603614036979,-9.78,16.78,0.0
280,281,38389.363,379.1119384765625,650.2847290039062,19.84496066988438,-9.79,17.26,0.0
281,282,35813.543,390.5065612792969,646.6783447265625,20.266662712264093,-9.79,17.74,0.0
282,283,31950.15,397.3092269897461,640.42333984375,20.690971336813547,-9.79,18.23,0.0
283,284,31372.123,407.99698638916016,639.7535095214844,21.117730870737656,-9.8,18.71,0.0
284,285,30326.877,423.5333862304688,638.8067932128906,21.54679586217565,-9.8,19.19,0.0
285,286,28567.213,431.9138488769531,635.9476623535156,21.97802850991456,-9.8,19.67,0.0
286,287,28353.955,440.14317321777344,635.7612609863281,22.411305728374767,-9.81,20.15,0.0
287,288,25924.48,447.57434844970703,633.0677490234375,22.846510358991285,-9.81,20.63,0.0
288,289,25438.309,455.9073715209961,632.5778198242188,23.283535470087365,-9.81,21.11,0.0
289,290,24866.115,466.9465942382813,631.0903015136719,23.72227916169709,-9.82,21.6,0.0
290,291,22879.98,473.9358215332031,628.2900085449219,24.162649237284857,-9.82,22.08,0.0
291,292,22134.537,483.8459777832031,627.2643432617188,24.604558370402405,-9.82,22.56,0.0
292,293,21147.662,491.2654266357422,625.2044982910156,25.047923122662063,-9.83,23.04,0.0
293,294,21122.012,498.98345947265625,624.9399108886719,25.492669491737058,-9.83,23.52,0.0
294,295,20182.32,508.2622528076172,622.0994873046875,25.938724645176016,-9.83,24.0,0.0
295,296,19037.64,514.3038787841797,619.0299682617188,26.38602437673527,-9.83,24.48,0.0
296,297,17748.152,518.2003021240234,618.9610290527344,26.83450474363978,-9.84,24.97,0.0
297,298,17578.893,525.1867218017578,618.7270202636719,27.28410766596426,-9.84,25.45,0.0
298,299,17144.912,531.5093994140625,617.0287475585938,27.73477910136942,-9.84,25.93,0.0
299,300,16238.75,536.2265777587891,615.3214721679688,28.18646766142426,-9.85,26.41,0.0
300,301,15416.481,543.3668212890625,612.7677307128906,28.63912588671616,-9.85,26.89,0.0
301,302,14813.318,549.6810302734375,611.6305236816406,29.092706942273416,-9.85,27.37,0.0
